($million),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,ABN,Institution Name, Cash and deposits with financial institutions , Trading securities , Investment securities , Net acceptances of customers , Total residents assets , Total securitised assets on balance sheet , Loans to non-financial businesses , Loans to financial institutions , Loans to general government , Loans to households: Housing: Owner-occupied , Loans to households: Housing: Investment , Loans to households: Credit cards , Loans to households: Other , Loans to community service organisations , Total residents loans and finance leases , Intra-group loans and finance leases , Acceptances , Intra-group deposits , Negotiable Certificates of Deposit , Total short-term borrowings , Total long-term borrowings , Deposits by non-financial businesses , Deposits by financial institutions , Deposits by general government , Deposits by households , Deposits by community service organisations , Total residents deposits ,,
30/11/2021,74137909963,"Bank of Communications Co., Ltd.",3,0,"5,752",0,"7,677",0,"4,103",659,0,0,0,0,0,0,"4,762",0,0,0,370,"2,028","2,717",20,0,0,0,0,20,,
30/11/2021,32009656740,Bank of Queensland Limited,"1,703",550,"6,386",0,"73,285","12,116","11,529","1,396",0,"19,908","12,310",62,582,24,"45,811","7,503",0,179,"3,325","3,325","7,233","11,187","7,203","2,837","19,020",802,"41,049",,
30/11/2021,44093488629,Bank of Sydney Ltd,164,0,433,0,"3,328",661,671,23,0,819,411,1,0,44,"1,970",0,0,0,0,0,0,627,219,51,"1,039",75,"2,010",,
30/11/2021,71608940718,Bank of Taiwan,3,0,231,0,512,0,229,47,0,0,0,0,0,0,276,0,0,0,0,82,0,18,0,0,0,0,18,,
30/11/2021,11068049178,Bendigo and Adelaide Bank Limited,"7,471",58,"4,050",0,"104,114","17,070","14,601","1,360",57,"37,279","16,082",283,"1,981",19,"71,661","3,029",0,46,"5,535","5,533","4,370","20,063","3,006","1,863","38,134",129,"63,194",,
30/11/2021,15087651143,Beyond Bank Australia Limited,181,0,"1,407",0,"9,497","2,282",211,57,0,"4,337","1,069",16,540,3,"6,232",0,0,0,0,498,545,692,179,17,"5,075",224,"6,186",,
30/11/2021,63087651849,BNK Banking Corporation Limited,69,0,168,0,"1,036",0,12,17,0,462,233,0,2,0,726,,0,,,0,24,476,15,0,273,1,766,,
30/11/2021,23000000117,BNP Paribas,"1,908",54,"2,196",0,"11,437",0,"5,334",471,0,0,0,0,0,0,"5,805",0,0,"2,094","1,386","1,411",0,"5,951",187,30,0,0,"6,168",,
30/11/2021,87149440291,BNP Paribas Securities Services,"2,875",0,"1,235",0,"11,105",0,0,61,0,0,0,0,0,0,61,"4,618",0,23,0,0,0,2,"11,601",0,0,0,"11,603",,
30/11/2021,33608235847,Canadian Imperial Bank of Commerce,290,0,901,0,"4,624",0,"3,428",0,0,0,0,0,0,0,"3,428",0,0,0,"3,512","3,512","3,300",0,0,0,0,0,0,,
30/11/2021,24125167553,China Construction Bank Corporation,88,0,"2,267",0,"6,342",0,"4,325",331,0,0,0,0,0,0,"4,655",0,0,0,554,"2,157",899,878,15,21,14,0,929,,
30/11/2021,69322403457,"China Everbright Bank Co., Ltd",54,0,"1,961",0,"3,202",0,"1,223",49,0,0,0,0,0,0,"1,272",0,0,0,454,160,300,101,0,0,0,0,101,,
30/11/2021,96609857383,"China Merchants Bank Co., Ltd",51,0,233,0,607,0,296,62,0,0,0,0,0,0,358,0,0,0,0,574,0,6,0,0,2,0,7,,
30/11/2021,34072814058,"Citibank, N.A.","5,105",129,"5,632",3,"23,543",0,"3,320","1,774",0,0,0,0,0,0,"5,094",619,3,"2,074",0,0,750,"5,348","7,499",25,0,0,"12,873",,
30/11/2021,88004325080,Citigroup Pty Limited,"4,719",0,"1,158",0,"22,632","2,835",320,0,0,"4,675","2,509","3,315",879,1,"11,699",0,0,"3,512",0,0,682,"1,836",195,0,"5,969",68,"8,067",,
30/11/2021,88087649910,Coastline Credit Union Limited,54,0,74,0,751,0,55,2,0,424,112,2,24,0,617,,0,,,0,2,90,92,2,481,29,693,,
30/11/2021,48123123124,Commonwealth Bank of Australia,"78,581","5,765","73,901",0,"1,057,060","158,481","150,375","16,345","15,993","333,072","168,903","7,975","13,947",848,"707,459","46,111",0,"2,279","27,697","45,110","97,373","167,645","87,783","43,172","334,234","8,068","640,901",,
30/11/2021,80087649938,Community First Credit Union Limited,54,0,178,0,"1,679",192,10,0,0,722,193,19,56,0,"1,001",,0,,,5,0,110,36,1,938,11,"1,095",,
30/11/2021,70003917655,Cooperatieve Rabobank U.A.,40,190,618,0,"16,149",0,"5,623",0,0,0,0,0,0,125,"5,748",0,0,40,"2,212","3,522","3,322",3,143,0,0,0,146,,
30/11/2021,17061700712,Credit Suisse AG,493,0,"1,395",0,"7,560",0,"3,421",279,0,77,52,0,"1,025",24,"4,879","1,044",0,520,50,"4,806","1,749","4,541",208,0,274,0,"5,022",,
30/11/2021,44087650959,Credit Union Australia Ltd,605,0,"2,073",0,"20,031","4,874",98,0,0,"11,015","2,561",34,348,0,"14,056",,0,,,281,700,434,759,23,"10,669",20,"11,905",,
30/11/2021,36087651232,Credit Union SA Ltd,82,0,192,0,"1,341",221,9,0,0,794,210,8,39,0,"1,060",,0,,,2,0,60,33,0,"1,053",15,"1,161",,
30/11/2021,95087822455,Cuscal Limited,853,0,"1,758",0,"2,733",0,0,18,0,0,0,0,0,0,18,,0,,,5,0,751,"1,387",0,0,0,"2,138",,
30/11/2021,46601105373,DBS Bank Ltd,93,0,"2,472",0,"8,034",0,"5,233",235,0,0,0,0,0,0,"5,468",0,0,0,"3,213","3,212",700,287,373,0,0,0,660,,
30/11/2021,57087651385,Defence Bank Limited,73,0,385,0,"3,524",802,0,0,0,"1,923",457,9,134,0,"2,524",0,0,0,160,160,15,63,166,162,"1,739",74,"2,203",,
30/11/2021,13064165162,Deutsche Bank Aktiengesellschaft,101,92,"2,422",0,"9,971",0,"1,241","1,716",0,0,0,0,0,0,"2,957","2,628",0,685,244,244,417,14,2,0,0,0,15,,
30/11/2021,60606234879,"E.SUN Commercial Bank, Ltd.",31,0,996,0,"2,239",0,"1,164",92,0,0,0,0,0,0,"1,255",0,0,0,139,159,0,20,0,0,18,0,38,,
30/11/2021,15126292608,First Commercial Bank,30,0,342,0,"2,382",0,"1,954",61,0,0,0,0,0,0,"2,015",0,0,0,338,"1,308",0,218,0,0,10,0,227,,
30/11/2021,95087650735,First Option Bank Ltd,34,0,29,0,253,0,3,0,0,136,45,1,3,0,189,,0,,,0,4,26,0,0,205,0,231,,
30/11/2021,72087650637,G&C Mutual Bank Limited,117,0,250,0,"1,718",347,121,0,0,643,183,5,45,0,996,0,0,0,212,212,0,52,144,1,738,17,951,,
30/11/2021,47087650093,Gateway Bank Ltd,30,0,181,0,"1,298",264,34,26,0,619,144,0,90,0,913,0,0,0,0,0,0,19,196,0,641,0,856,,
30/11/2021,87087651509,Goulburn Murray Credit Union Co-operative Limited,55,0,157,0,533,0,24,1,0,226,53,0,5,1,310,,0,,,0,0,55,14,6,382,17,474,,
30/11/2021,88087651956,Greater Bank Limited,76,0,"2,563",0,"9,900","1,929",72,0,0,"4,057","1,162",21,115,0,"5,427",0,0,4,34,34,0,547,263,27,"6,048",90,"6,975",,
30/11/2021,32087652024,Heritage Bank Limited,193,0,"2,609",0,"14,093","2,640",332,63,0,"5,907","1,836",63,136,0,"8,337",390,0,0,139,239,892,"1,361",580,18,"7,380",88,"9,427",,
30/11/2021,66087650173,Horizon Credit Union Ltd,48,0,94,0,633,0,19,0,0,340,111,2,12,0,484,,0,,,6,7,57,0,0,505,12,573,,
30/11/2021,48006434162,HSBC Bank Australia Limited,"3,873",0,"10,997",16,"56,881","12,939","2,910",55,4,"17,604","7,028",553,225,0,"28,379",1,16,190,0,0,42,"12,644","4,064",11,"13,450",17,"30,186",,
30/11/2021,54138221637,"Hua Nan Commercial Bank, Ltd.",7,0,234,0,"1,138",0,801,93,0,0,0,0,0,0,894,0,0,0,20,125,0,3,0,0,0,0,3,,
30/11/2021,85051868556,Hume Bank Limited,176,0,278,0,"1,803",250,64,11,0,778,211,6,16,1,"1,087",0,0,0,0,0,0,181,62,17,"1,120",70,"1,450",,
30/11/2021,14087650771,Illawarra Credit Union Limited,41,0,96,0,887,0,14,0,0,533,185,0,5,0,737,,0,,,0,10,65,157,25,576,0,823,,
30/11/2021,92087651974,IMB Ltd,101,0,"1,182",0,"8,579","1,733",243,18,0,"3,718","1,129",0,325,0,"5,434",1,0,6,89,89,110,504,431,84,"4,752",94,"5,865",,
30/11/2021,97087822464,Indue Ltd,522,0,77,0,655,0,3,1,0,0,0,0,0,1,4,,0,,,0,0,198,356,0,0,20,574,,
30/11/2021,57086866506,Industrial and Commercial Bank of China Limited,308,"2,992","1,595",0,"13,398",0,"8,538","1,134",0,0,0,0,0,0,"9,672",0,0,0,"2,091","7,525","2,498","2,673","1,301",275,13,0,"4,262",,
30/11/2021,24000893292,ING Bank (Australia) Limited,"2,533",0,"5,093",0,"90,546","16,819","12,340",394,0,"44,951","8,292",75,239,0,"66,291","3,433",0,"11,590",753,310,"2,545","1,936","2,406",676,"42,129",44,"47,190",,
30/11/2021,32080178196,ING Bank N.V.,435,0,524,0,"12,180",0,0,0,0,0,0,0,0,0,0,"11,194",0,487,"3,617","3,044",565,0,0,0,0,0,0,,
30/11/2021,46156153829,Intesa Sanpaolo SPA,317,0,0,0,"1,452",0,"1,132",0,0,0,0,0,0,0,"1,132",0,0,0,0,0,0,0,0,0,0,0,0,,
30/11/2021,43074112011,"JPMorgan Chase Bank, National Association","27,378",0,"3,341",10,"43,564",0,"2,269","1,455",0,0,0,0,0,0,"3,724",431,10,"2,131",0,0,0,"2,603","13,019",0,0,4,"15,626",,
30/11/2021,11615995581,Judo Bank Pty Ltd,357,0,"3,158",0,"10,774","2,995","4,139",0,0,231,246,0,0,0,"4,616",0,0,0,0,101,367,407,620,206,"1,810",71,"3,113",,
30/11/2021,96164085563,KEB HANA Bank,31,0,91,0,654,0,519,0,0,8,2,0,1,0,529,0,0,0,464,464,0,113,12,0,0,0,126,,
30/11/2021,25044678441,Lutheran Laypeople's League of Australia Limited,406,0,818,0,"1,490",0,257,0,0,0,0,0,0,0,257,0,0,0,0,0,0,516,40,0,625,160,"1,341",,
30/11/2021,83087650244,Macarthur Credit Union Ltd,45,0,89,0,347,0,3,0,0,149,45,0,10,0,207,,0,,,0,0,28,0,0,292,0,320,,
30/11/2021,46008583542,Macquarie Bank Limited,"29,685",463,"7,477",0,"205,171","55,773","14,696","1,915",0,"44,590","31,580",448,"6,280",4,"99,513","6,573",0,"10,037",388,"29,002","27,341","31,680","33,834","1,325","28,604","2,343","97,786",,
30/11/2021,94087651983,Maitland Mutual Limited,54,0,149,0,"1,132",188,92,0,0,448,163,1,4,1,710,0,0,0,0,0,4,190,107,20,506,23,846,,
30/11/2021,27079372688,"Mega International Commercial Bank Co., Ltd.",10,975,225,0,"4,278",0,"2,992",79,0,8,10,0,3,0,"3,092",0,0,0,670,780,0,294,3,0,17,0,315,,
30/11/2021,83087651054,Members Banking Group Limited,146,0,434,0,"3,354",628,3,0,0,"1,611",363,0,61,0,"2,039",0,0,7,122,122,216,57,67,0,"1,946",3,"2,072",,
30/11/2021,56070887679,Members Equity Bank Limited,332,0,"4,266",0,"35,388","9,623",0,0,0,"18,967","5,716",120,80,0,"24,884",86,0,86,"1,320","1,799","4,314","3,341","5,676","1,542","9,824",576,"20,959",,
30/11/2021,83099031106,"Mizuho Bank, Ltd.","1,791",0,"1,235",0,"19,851",0,"13,131","3,455",0,0,0,0,0,0,"16,586",0,0,0,"11,925","10,268","2,500","1,600",217,0,0,0,"1,817",,
30/11/2021,75103418882,"MUFG Bank, Ltd.",348,515,"3,692",161,"23,966",0,"13,461","5,156",0,0,0,0,0,0,"18,617",0,161,24,"7,482","4,190","3,348","10,417","3,053",729,0,0,"14,199",,
30/11/2021,54087651750,MyLifeMyFinance Limited,38,87,0,0,233,0,0,0,0,85,13,0,1,0,99,,0,,,0,0,8,12,0,133,0,153,,
30/11/2021,89067729195,MyState Bank Limited,131,0,901,0,"7,203","1,058",58,40,0,"4,054",908,0,61,0,"5,122",0,0,0,434,0,200,531,737,0,"4,009",0,"5,277",,
30/11/2021,12004044937,National Australia Bank Limited,"64,456","39,780","34,174",0,"826,020","138,164","186,760","24,351","1,769","175,419","101,087","3,887","13,335",552,"507,159","30,526",0,"6,893","33,078","61,972","100,990","150,923","82,162","18,541","160,141","8,514","420,281",,
30/11/2021,96087651992,Newcastle Permanent Building Society Limited,320,0,"2,066",0,"13,914","1,933",73,0,0,"6,588","2,073",25,594,0,"9,353",,0,,,69,803,744,563,68,"8,040",97,"9,512",,
30/11/2021,36087650422,Northern Inland Credit Union Limited,62,0,61,0,414,0,7,0,0,207,56,1,12,0,283,,0,,,0,0,58,0,0,304,2,364,,
30/11/2021,34087650477,Orange Credit Union Limited,70,0,43,0,282,0,1,0,0,120,32,0,14,0,167,,0,,,0,0,6,2,4,234,7,253,,
30/11/2021,94073598035,Oversea-Chinese Banking Corporation Limited,4,0,"2,702",0,"12,318",0,"9,365",0,0,0,0,0,0,0,"9,365",0,0,0,"5,242","5,292","2,359",238,19,300,5,0,563,,
30/11/2021,93111195389,PayPal Australia Pty Limited,"1,927",0,0,0,"2,259",0,0,0,0,0,0,0,0,0,0,,0,,,0,0,670,18,2,181,40,912,,
30/11/2021,69087651876,Police & Nurses Limited,85,0,"1,251",0,"8,505","1,899",321,96,0,"3,876","1,144",39,53,2,"5,530",64,0,4,304,298,6,417,381,48,"4,555",129,"5,529",,
30/11/2021,95087650799,Police Bank Ltd,122,0,431,0,"2,360",334,1,0,0,"1,392",301,14,75,0,"1,783",0,0,0,52,52,83,87,34,0,"1,846",17,"1,985",,
30/11/2021,30087651205,Police Credit Union Limited,56,0,163,0,"1,182",0,101,0,0,535,231,4,79,0,950,,0,,,0,48,70,3,11,935,4,"1,022",,
30/11/2021,33087651661,Police Financial Services Limited,110,0,831,0,"2,760",461,0,4,0,"1,465",311,13,24,0,"1,816",0,0,0,0,0,86,0,100,2,"2,335",0,"2,436",,
30/11/2021,79087651036,QPCU Limited,68,0,124,0,"1,133",179,0,0,0,552,148,8,26,0,734,0,0,0,39,39,74,118,21,9,596,0,743,,
30/11/2021,53087650557,Qudos Mutual Ltd,179,0,"1,216",0,"5,955","1,282",0,0,0,"2,134","1,095",18,12,0,"3,259",0,0,0,42,42,0,247,356,0,"3,826",18,"4,447",,
30/11/2021,77087651027,Queensland Country Bank Limited,168,0,315,0,"3,124",411,67,0,0,"1,502",394,12,140,1,"2,117",0,0,0,0,0,46,394,109,56,"1,806",78,"2,443",,
30/11/2021,50001621129,Rabobank Australia Limited,798,643,"1,504",0,"19,103",0,"16,096",42,0,76,168,0,2,0,"16,383",0,0,"3,884",0,0,0,"3,372","3,626",205,"4,639",113,"11,955",,
30/11/2021,91087651090,Railways Credit Union Limited,39,0,144,0,709,0,1,0,0,368,123,0,29,0,522,,0,,,0,25,5,18,4,574,10,610,,
30/11/2021,21087650360,Regional Australia Bank Ltd,197,0,412,0,"2,996",544,221,0,0,"1,626",382,9,62,0,"2,300",0,0,0,0,0,0,574,52,7,"1,910",21,"2,564",,
30/11/2021,86076940880,Royal Bank of Canada,120,"1,446","2,000",0,"12,600",0,"2,720","1,328",0,0,0,0,0,0,"4,049",9,0,35,"1,314","1,314","2,582",0,"4,686",0,0,0,"4,686",,
30/11/2021,95607620440,"Shinhan Bank Co., Ltd",87,0,55,0,597,0,405,28,0,0,0,0,0,0,433,0,0,0,272,97,175,5,0,0,0,0,5,,
30/11/2021,71092516286,Societe Generale,2,0,535,0,"3,711",0,"2,759",125,360,0,0,0,0,0,"3,244",0,0,0,0,0,650,0,0,0,0,0,0,,
30/11/2021,82087650682,Southern Cross Credit Union Ltd,28,0,87,0,715,66,45,0,0,411,129,0,12,0,597,,0,,,0,25,64,28,0,508,24,624,,
30/11/2021,35845772731,Standard Chartered Bank,261,0,0,0,"1,444",0,942,246,0,0,0,0,0,0,"1,188",0,0,0,0,0,0,216,49,0,0,0,266,,
30/11/2021,95082610008,State Bank of India,84,0,55,0,"1,572",0,"1,267",213,0,0,0,0,0,0,"1,480",0,0,0,0,210,670,92,10,0,3,0,105,,
30/11/2021,70062819630,State Street Bank and Trust Company,"7,025",0,"3,308",0,"11,965",0,0,404,0,0,0,0,0,0,404,0,0,539,0,0,0,0,"11,711",0,0,0,"11,711",,
30/11/2021,98114053459,Sumitomo Mitsui Banking Corporation,841,0,"4,792",0,"29,943",0,"17,576","5,647",0,0,0,0,0,0,"23,224",423,0,0,"8,118","8,676","4,186","4,905","3,547",0,0,0,"8,451",,
30/11/2021,23087650806,Summerland Financial Services Limited,58,0,185,0,"1,010",0,40,0,0,493,182,2,22,0,739,,0,,,5,2,160,24,2,689,24,898,,
30/11/2021,66010831722,Suncorp-Metway Limited,"4,452","1,635","4,873",0,"81,917","13,755","11,992",91,0,"31,497","12,357",0,"2,055",3,"57,995",505,0,955,"4,239","5,875","7,399","7,818","3,570","1,324","30,499",187,"43,398",,
30/11/2021,30165085638,"Taishin International Bank Co., Ltd",1,0,283,0,945,0,604,120,0,0,0,0,0,0,724,0,0,0,0,0,0,22,0,0,1,0,23,,
30/11/2021,36078577250,"Taiwan Business Bank, Ltd",93,0,264,0,"1,729",0,"1,317",39,0,2,18,0,11,0,"1,387",0,0,0,407,407,0,20,0,0,4,0,24,,
30/11/2021,96139482634,"Taiwan Cooperative Bank, Ltd",4,0,386,0,"1,188",0,834,49,0,0,0,0,0,0,883,0,0,0,185,346,37,84,0,0,0,0,84,,
30/11/2021,30087650459,Teachers Mutual Bank Limited,237,0,"1,557",0,"10,053","1,997",1,0,0,"6,288","1,680",50,134,0,"8,153",0,0,0,221,221,220,124,348,3,"8,061",30,"8,565",,
30/11/2021,84084066419,The Bank of New York Mellon,19,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,5,,
30/11/2021,34133513827,The Bank of Nova Scotia,1,0,949,0,"5,458",0,"4,198",61,0,0,0,0,0,0,"4,259",0,0,0,"3,650","3,650","2,250",0,200,0,0,0,200,,
30/11/2021,54087650940,The Capricornian Ltd,16,0,83,0,402,0,14,0,0,228,45,0,11,0,297,,0,,,0,10,31,6,3,317,3,359,,
30/11/2021,65117925970,The Hongkong and Shanghai Banking Corporation Limited,"2,166",0,"3,070",5,"19,168",0,"9,301",322,3,0,0,0,0,0,"9,626","1,781",5,0,"1,272","1,272","1,499",95,100,0,0,0,195,,
30/11/2021,62126279918,The Northern Trust Company,"1,866",0,"3,546",0,"3,647",0,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,0,"11,504","1,987",0,3,"13,493",,
30/11/2021,49103575042,Tyro Payments Limited,100,0,75,0,428,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,92,0,0,0,1,93,,
30/11/2021,47088129613,UBS AG,"3,920",-792,13,0,"17,701",0,100,"7,020",0,0,0,0,0,0,"7,120","1,890",0,"1,609",0,0,"6,021",1,"3,880",73,0,0,"3,954",,
30/11/2021,17135448047,Union Bank of India,27,0,57,0,325,0,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,14,0,0,0,14,,
30/11/2021,56060785284,United Overseas Bank Limited,46,0,"6,104",0,"15,906",0,"8,499",947,0,0,0,0,0,0,"9,445",198,0,1,"7,254","7,679","3,802",283,702,0,2,0,987,,
30/11/2021,11087650315,Unity Bank Limited,214,0,322,0,"1,963",254,83,9,1,708,192,5,51,8,"1,056",0,0,0,0,0,187,108,219,9,878,70,"1,284",,
30/11/2021,44087651769,Victoria Teachers Limited,166,0,676,0,"3,996",731,4,4,0,"1,843",429,14,36,0,"2,330",6,0,0,0,0,0,114,109,4,"2,640",38,"2,904",,
30/11/2021,67622375722,volt bank limited,7,0,89,0,119,1,0,0,0,14,7,0,0,0,21,0,0,0,0,0,0,0,12,1,79,0,93,,
30/11/2021,98087651116,Warwick Credit Union Ltd,70,0,0,0,391,0,47,1,0,212,52,0,4,2,317,,0,,,0,0,48,13,12,257,30,361,,
30/11/2021,48087651787,WAW Credit Union Co-Operative Limited,32,0,131,0,645,0,29,3,0,357,80,0,3,0,472,,0,,,0,0,59,33,30,458,25,604,,
30/11/2021,33007457141,Westpac Banking Corporation,"81,020","6,969","78,337",0,"975,815","167,325","133,349","25,604",871,"270,955","154,133","6,249","20,436",177,"611,774","38,387",0,"5,534","29,469","50,075","127,288","146,844","77,507","31,488","249,778","2,747","508,364",,
30/11/2021,38616463855,Wise Australia Pty Ltd,270,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,168,0,251,,
30/11/2021,94150148299,Woori Bank,60,0,42,0,721,0,617,0,0,0,0,0,0,1,618,0,0,0,225,0,393,43,55,0,0,3,101,,
31/10/2021,13621804813,86 400 Ltd,38,0,263,0,"1,429",0,0,0,0,728,301,0,0,0,"1,029",47,0,0,0,0,0,0,580,0,628,0,"1,208",,
31/10/2021,70744009137,ABN AMRO Bank N.V.,1,0,40,0,69,0,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,,
31/10/2021,48848300367,Agricultural Bank of China Limited,148,0,"3,512",0,"5,250",0,"1,871",632,0,0,0,0,0,0,"2,502",0,0,0,"1,183","3,890","1,000",311,0,0,0,0,311,,
31/10/2021,15081596009,AMP Bank Limited,820,0,"2,363",0,"29,173","7,807",810,637,0,"13,911","5,483",0,551,0,"21,391",0,0,"6,769",249,249,400,"2,795","1,477",197,"6,064",74,"10,608",,
31/10/2021,37002950745,Arab Bank Australia Limited,82,0,275,0,"1,285",123,266,0,0,242,219,0,59,4,789,0,0,0,1,1,0,254,273,9,380,5,920,,
31/10/2021,11005357522,Australia and New Zealand Banking Group Limited,"73,736","28,398","39,739",43,"661,513","80,982","117,522","11,607",940,"173,717","86,639","4,894","11,372",817,"407,507","18,565",44,637,"30,895","55,596","67,780","124,456","54,389","9,418","150,775","5,243","344,280",,
31/10/2021,11087651125,Australian Central Credit Union Ltd,104,0,"1,336",0,"11,537","2,846",30,0,0,"6,339","1,507",36,349,0,"8,261",,0,,,90,463,519,176,4,"6,540",14,"7,253",,
31/10/2021,48087649741,Australian Military Bank Ltd,74,0,199,0,"1,949",421,0,0,0,975,202,11,59,0,"1,246",0,0,0,102,102,75,40,261,48,768,121,"1,238",,
31/10/2021,93087650726,Australian Mutual Bank Ltd,173,0,429,0,"2,109",339,16,0,0,808,273,7,41,1,"1,146",0,0,0,0,0,24,69,35,0,"1,398",44,"1,545",,
31/10/2021,14087822491,Australian Settlements Limited,373,0,103,0,487,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,1,466,0,0,0,467,,
31/10/2021,30087652079,Australian Unity Bank Limited,42,0,190,0,"1,330",225,37,80,0,554,232,4,4,0,910,0,0,0,0,0,0,34,94,4,879,17,"1,027",,
31/10/2021,40087652060,Auswide Bank Ltd,118,0,328,0,"5,120","1,161",114,0,0,"2,600",784,1,25,0,"3,524",1,0,0,296,296,207,659,260,164,"1,855",43,"2,981",,
31/10/2021,32087652088,B&E Ltd,108,0,111,0,"1,762",240,31,0,0,793,184,1,21,0,"1,029",239,0,0,0,0,5,71,102,2,924,17,"1,116",,
31/10/2021,21087651607,Bank Australia Limited,235,399,"1,439",0,"10,351","1,498",310,25,0,"5,003","1,092",16,166,86,"6,697",0,0,4,132,132,282,507,141,13,"6,147",239,"7,047",,
31/10/2021,51064874531,"Bank of America, National Association","2,004",-42,"4,325",0,"17,177",0,"2,687","7,087",0,0,0,0,0,0,"9,774",0,0,"1,140",0,0,0,"2,897","1,419",0,0,2,"4,318",,
31/10/2021,48125314249,Bank of Baroda,152,0,0,0,647,0,498,0,0,0,0,0,0,0,498,0,0,0,0,0,0,9,57,0,6,0,71,,
31/10/2021,28110077622,Bank of China (Australia) Limited,409,168,468,0,"5,618",505,44,85,0,"3,343","1,065",1,1,0,"4,539",0,0,0,805,548,400,23,83,0,"2,793",0,"2,899",,
31/10/2021,29002979955,Bank of China Limited,"2,856",932,"3,141",0,"24,970",0,"15,658","1,540",100,0,0,0,0,0,"17,299",665,0,2,"3,055","3,353","4,351","10,869","3,743",373,0,0,"14,986",,
31/10/2021,74137909963,"Bank of Communications Co., Ltd.",4,0,"5,580",0,"7,753",0,"4,063",633,0,0,0,0,0,0,"4,695",0,0,0,428,"1,967","2,676",23,0,0,0,0,23,,
31/10/2021,32009656740,Bank of Queensland Limited,"2,637",940,"5,655",0,"72,655","11,902","11,571","1,331",0,"19,617","12,193",61,591,25,"45,387","6,956",0,162,"3,282","3,282","7,385","10,724","7,314","2,908","18,813",790,"40,549",,
31/10/2021,44093488629,Bank of Sydney Ltd,150,0,450,0,"3,348",692,658,24,0,824,411,1,1,43,"1,960",0,0,0,0,0,0,627,224,48,"1,031",76,"2,006",,
31/10/2021,71608940718,Bank of Taiwan,1,0,231,0,505,0,225,45,0,0,0,0,0,0,270,0,0,0,0,99,0,18,0,0,0,0,18,,
31/10/2021,11068049178,Bendigo and Adelaide Bank Limited,"8,667",86,"2,787",0,"104,220","17,486","14,653","1,267",57,"36,992","16,073",272,"1,996",18,"71,328","3,025",0,53,"5,259","5,258","4,424","19,890","3,423","1,717","37,773",131,"62,933",,
31/10/2021,15087651143,Beyond Bank Australia Limited,238,0,"1,397",0,"9,506","2,300",217,59,0,"4,320","1,064",15,542,3,"6,219",0,0,0,0,488,558,699,180,20,"5,072",218,"6,188",,
31/10/2021,63087651849,BNK Banking Corporation Limited,131,0,168,0,"1,056",0,12,18,0,440,213,0,2,0,685,,0,,,0,24,509,19,0,298,1,828,,
31/10/2021,23000000117,BNP Paribas,"4,389",53,"2,438",0,"14,054",0,"5,200",294,0,0,0,0,0,0,"5,495",88,0,"2,505","1,280","1,341",0,"5,528",263,37,0,0,"5,828",,
31/10/2021,87149440291,BNP Paribas Securities Services,"1,866",0,"1,236",0,"10,549",0,0,89,0,0,0,0,0,0,89,"4,676",0,18,0,0,0,2,"12,506",0,0,0,"12,508",,
31/10/2021,33608235847,Canadian Imperial Bank of Commerce,185,0,907,0,"4,544",0,"3,450",0,0,0,0,0,0,0,"3,450",0,0,0,"3,199","3,199","3,300",0,0,0,0,0,0,,
31/10/2021,24125167553,China Construction Bank Corporation,21,0,"2,211",0,"6,399",0,"4,323",453,0,0,0,0,0,0,"4,776",0,0,0,500,"2,368",899,855,15,21,8,0,899,,
31/10/2021,69322403457,"China Everbright Bank Co., Ltd",12,0,"1,696",0,"2,939",0,"1,265",51,0,0,0,0,0,0,"1,316",0,0,0,460,166,300,2,0,0,0,0,2,,
31/10/2021,96609857383,"China Merchants Bank Co., Ltd",37,0,309,0,620,0,294,65,0,0,0,0,0,0,359,0,0,0,0,650,0,3,0,0,2,0,5,,
31/10/2021,34072814058,"Citibank, N.A.","5,517",1,"5,536",4,"23,602",0,"3,316","1,675",0,0,0,0,0,0,"4,991",676,4,"1,649",0,0,750,"5,258","7,540",7,0,0,"12,805",,
31/10/2021,88004325080,Citigroup Pty Limited,"4,721",0,"1,149",0,"22,338","2,887",321,0,0,"4,517","2,446","3,191",885,1,"11,360",0,0,"3,106",0,0,703,"1,837",195,0,"5,932",64,"8,028",,
31/10/2021,88087649910,Coastline Credit Union Limited,57,0,74,0,745,0,52,2,0,418,111,2,24,0,608,,0,,,0,2,91,88,2,475,31,686,,
31/10/2021,48123123124,Commonwealth Bank of Australia,"84,932","6,315","73,748",0,"1,054,182","159,542","147,957","15,493","16,864","330,304","167,203","7,470","13,880",853,"700,024","48,235",0,"5,010","29,253","41,364","97,396","165,384","89,746","43,351","332,871","8,585","639,936",,
31/10/2021,80087649938,Community First Credit Union Limited,73,0,188,0,"1,692",198,8,0,0,709,190,19,54,0,979,,0,,,0,0,112,37,7,940,11,"1,107",,
